what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428078265073
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1428078265088
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1428078301868
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1428078306390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428078312423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428078314396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428078317246
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1428078317255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428078319607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428078442912
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1428078444558
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1428078444626
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1428078453158
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1428078453317
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1428078455116
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428078467145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428078468958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428078470013
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1428078480808
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428078835003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428078835773
