what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402835630059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402835706274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402835834563
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402835840017
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402835840822
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402835845738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402835875303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402835877265
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402835880853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402836012288
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1402836022939
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1402836035971
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1402836040913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1402836042889
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402836044458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402836044613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402836045897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402836049469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402836051071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402836053954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402836066346
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402836109834
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1402836113004
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402836114595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402836114866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402836116166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402836123268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402836124315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402836126970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402836133730
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402836136869
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402836143873
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402836190090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1402836194564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1402836204106
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1402836212771
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1402836214380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402836221047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402836221157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402836222534
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402836224377
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402836225792
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402836228599
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1402836228655
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402836228946
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1402836230575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1402836238489
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1402836241219
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1402836241713
